Chromosome,Start,End,Strand,Name,Transcript,ID
chr3,44488067,44497041,-,ZNF445,2,ENSG00000185219
chr3,44540637,44544471,-,ZNF852,1,ENSG00000178917
chr3,44598540,44635555,+,ZKSCAN7,7,ENSG00000196345
chr3,44635686,44636681,+,ZNF660,3,ENSG00000144792
chr3,44670647,44688017,+,ZNF197,6,ENSG00000186448
chr3,44692560,44701439,+,ZNF35,7,ENSG00000169981
chr3,44761754,44763944,+,ZNF502,4,ENSG00000196653
chr3,44775914,44776729,+,ZNF501,1,ENSG00000186446
chr3,44794833,44803094,-,KIAA1143,1,ENSG00000163807
chr3,44803358,44894227,+,KIF15,6,ENSG00000163808
chr3,44903417,44906672,+,TMEM42,1,ENSG00000169964
chr3,44916171,44955217,+,TGM4,2,ENSG00000163810
chr3,44959387,45000928,-,ZDHHC3,8,ENSG00000163812
chr3,45017770,45052831,+,EXOSC7,1,ENSG00000075914
chr3,45067855,45077416,+,CLEC3B,2,ENSG00000163815
chr3,45127130,45187779,-,CDCP1,2,ENSG00000163814
chr3,45266617,45267519,-,TMEM158,1,ENSG00000249992
chr3,45435946,45589022,+,LARS2,5,ENSG00000011376
chr3,45636372,45718551,+,LIMD1,2,ENSG00000144791
chr3,45730958,45785161,+,SACM1L,8,ENSG00000211456
chr3,45799929,45837911,-,SLC6A20,4,ENSG00000163817
chr3,45867806,45957110,-,LZTFL1,8,ENSG00000163818
chr3,45936426,45943390,+,CCR9,4,ENSG00000173585
chr3,45963257,46026402,-,FYCO1,4,ENSG00000163820
chr3,45987974,45989002,+,CXCR6,4,ENSG00000172215
chr3,46062438,46063439,-,XCR1,3,ENSG00000173578
chr3,46244737,46245804,-,CCR1,1,ENSG00000163823
chr3,46305895,46307717,+,CCR3,7,ENSG00000183625
chr3,46399019,46401351,+,CCR2,4,ENSG00000121807
chr3,46414394,46415452,+,CCR5,3,ENSG00000160791
chr3,46449162,46450605,+,ACKR5,5,ENSG00000121797
chr3,46477686,46509745,-,LTF,6,ENSG00000012223
chr3,46539553,46542389,+,RTP3,1,ENSG00000163825
chr3,46560504,46593081,-,LRRC2,2,ENSG00000163827
chr3,46599303,46599818,+,LUZPP1,1,ENSG00000268324
chr3,46619460,46622740,+,TDGF1,2,ENSG00000241186
chr3,46712474,46730930,-,ALS2CL,7,ENSG00000178038
chr3,46742978,46751178,+,TMIE,1,ENSG00000181585
chr3,46753736,46759314,-,PRSS50,2,ENSG00000206549
chr3,46761489,46777878,-,PRSS46,1,ENSG00000261603
chr3,46783840,46786245,-,PRSS45,2,ENSG00000188086
chr3,46871894,46875585,-,PRSS42,2,ENSG00000178055
chr3,46899734,46904880,-,MYL3,3,ENSG00000160808
chr3,46925050,46945146,+,PTH1R,7,ENSG00000160801
chr3,46927699,46930171,-,AC109583.1,1,ENSG00000268537
chr3,46963547,47018261,-,CCDC12,5,ENSG00000160799
chr3,47021352,47050810,+,NBEAL2,7,ENSG00000160796
chr3,47058583,47205414,-,SETD2,5,ENSG00000181555
chr3,47270142,47322478,-,KIF9,10,ENSG00000088727
chr3,47324456,47385431,+,KLHL18,5,ENSG00000114648
chr3,47422587,47454675,+,PTPN23,4,ENSG00000076201
chr3,47455344,47484483,-,SCAP,9,ENSG00000114650
chr3,47537559,47555080,-,ELP6,10,ENSG00000163832
chr3,47604090,47620183,-,CSPG5,3,ENSG00000114646
chr3,47629699,47823287,-,SMARCC1,2,ENSG00000173473
chr3,47852174,47891610,+,DHX30,7,ENSG00000132153
chr3,47894282,48040370,-,MAP4,13,ENSG00000047849
chr3,48200435,48229437,-,CDC25A,4,ENSG00000164045
chr3,48264993,48266914,+,CAMP,2,ENSG00000164047
chr3,48282662,48340464,+,ZNF589,6,ENSG00000164048
chr3,48336127,48342802,-,NME6,16,ENSG00000172113
chr3,48348482,48369831,-,SPINK8,1,ENSG00000229453
chr3,48413778,48436124,+,FBXW12,4,ENSG00000164049
chr3,48445893,48466020,-,PLXNB1,6,ENSG00000164050
chr3,48473818,48476538,-,CCDC51,7,ENSG00000164051
chr3,48481707,48485290,+,TMA7,1,ENSG00000232112
chr3,48488250,48506953,+,ATRIP,7,ENSG00000164053
chr3,48507890,48508999,+,TREX1,6,ENSG00000213689
chr3,48510506,48541527,-,SHISA5,10,ENSG00000164054
chr3,48557180,48598548,-,PFKFB4,11,ENSG00000114268
chr3,48600219,48600557,-,UCN2,1,ENSG00000145040
chr3,48601839,48632592,-,COL7A1,3,ENSG00000114270
chr3,48636561,48647053,-,UQCRC1,3,ENSG00000010256
chr3,48658275,48659189,-,TMEM89,1,ENSG00000183396
chr3,48663419,48672826,-,SLC26A6,13,ENSG00000225697
chr3,48675638,48700067,-,CELSR3,2,ENSG00000008300
chr3,48701364,48723240,-,NCKIPSD,9,ENSG00000213672
chr3,48725706,48752868,-,IP6K2,24,ENSG00000068745
chr3,48788716,48885029,-,PRKAR2A,7,ENSG00000114302
chr3,48895143,48936227,-,SLC25A20,4,ENSG00000178537
chr3,48955710,48956582,-,ARIH2OS,1,ENSG00000221883
chr3,48964992,49020703,+,ARIH2,8,ENSG00000177479
chr3,49027690,49044340,+,P4HTM,3,ENSG00000178467
chr3,49044775,49052721,+,WDR6,8,ENSG00000178252
chr3,49053021,49055997,-,DALRD3,7,ENSG00000178149
chr3,49059578,49060605,+,NDUFAF3,4,ENSG00000178057
chr3,49061816,49066783,-,IMPDH2,3,ENSG00000178035
chr3,49067885,49114450,-,QRICH1,7,ENSG00000198218
chr3,49133462,49142220,-,QARS,8,ENSG00000172053
chr3,49145845,49156578,-,USP19,9,ENSG00000172046
chr3,49158659,49170300,-,LAMB2,3,ENSG00000172037
chr3,49200238,49201641,-,CCDC71,1,ENSG00000177352
chr3,49210203,49213234,+,KLHDC8B,1,ENSG00000185909
chr3,49215069,49229204,-,C3orf84,2,ENSG00000236980
chr3,49249214,49294715,+,CCDC36,5,ENSG00000173421
chr3,49298046,49298486,+,RP11-3B7.1,1,ENSG00000225399
chr3,49308613,49314643,-,C3orf62,3,ENSG00000188315
chr3,49315726,49377457,-,USP4,5,ENSG00000114316
chr3,49394821,49395711,-,GPX1,2,ENSG00000233276
chr3,49397642,49413022,-,RHOA,5,ENSG00000067560
chr3,49449860,49452295,+,TCTA,1,ENSG00000145022
chr3,49454777,49459883,-,AMT,8,ENSG00000145020
chr3,49462266,49466672,-,NICN1,3,ENSG00000145029
chr3,49547968,49570632,+,DAG1,15,ENSG00000173402
chr3,49592036,49702272,+,BSN,1,ENSG00000164061
chr3,49711800,49720775,+,APEH,9,ENSG00000164062
chr3,49721461,49726124,-,MST1,4,ENSG00000173531
chr3,49728599,49758738,+,RNF123,7,ENSG00000164068
chr3,49755384,49756898,-,AMIGO3,2,ENSG00000176020
chr3,49759185,49761159,-,GMPPB,3,ENSG00000173540
chr3,49764555,49785473,-,IP6K1,4,ENSG00000176095
chr3,49828265,49837245,-,CDHR4,5,ENSG00000187492
chr3,49840820,49842420,+,FAM212A,1,ENSG00000185614
chr3,49842741,49851220,-,UBA7,1,ENSG00000182179
chr3,49866536,49893886,-,TRAIP,5,ENSG00000183763
chr3,49896747,49899821,-,CAMKV,9,ENSG00000164076
chr3,49924740,49941042,-,MST1R,5,ENSG00000164078
chr3,49941498,49954046,+,CTD-2330K9.3,1,ENSG00000228008
chr3,49946447,49967319,-,MON1A,3,ENSG00000164077
chr3,50000075,50114566,+,RBM6,13,ENSG00000004534
chr3,50127868,50155889,+,RBM5,8,ENSG00000003756
chr3,50197056,50225548,+,SEMA3F,7,ENSG00000001617
chr3,50229159,50232388,+,GNAT1,3,ENSG00000114349
chr3,50264556,50295122,+,GNAI2,8,ENSG00000114353
chr3,50316545,50324633,+,LSMEM2,1,ENSG00000179564
chr3,50325622,50330349,-,IFRD2,7,ENSG00000214706
chr3,50330677,50336645,-,HYAL3,6,ENSG00000186792
chr3,50334034,50336645,-,NAT6,7,ENSG00000243477
chr3,50337914,50340387,-,HYAL1,8,ENSG00000114378
chr3,50355560,50357920,-,HYAL2,9,ENSG00000068001
chr3,50363552,50365530,-,TUSC2,4,ENSG00000114383
chr3,50368012,50378236,-,RASSF1,6,ENSG00000068028
chr3,50378841,50383010,-,ZMYND10,5,ENSG00000004838
chr3,50385037,50388083,-,NPRL2,7,ENSG00000114388
chr3,50388865,50391175,+,CYB561D2,4,ENSG00000114395
chr3,50388865,50403753,+,XXcos-LUCA11.5,1,ENSG00000272104
chr3,50392774,50396494,-,TMEM115,1,ENSG00000126062
chr3,50402097,50540854,-,CACNA2D2,8,ENSG00000007402
chr3,50597088,50603130,-,C3orf18,6,ENSG00000088543
chr3,50608536,50617848,+,HEMK1,6,ENSG00000114735
chr3,50645038,50649081,-,CISH,2,ENSG00000114737
chr3,50654997,50685477,+,MAPKAPK3,5,ENSG00000114738
chr3,50712695,51418990,+,DOCK3,1,ENSG00000088538
chr3,51422774,51426520,+,MANF,2,ENSG00000145050
chr3,51428831,51431503,+,RBM15B,1,ENSG00000179837
chr3,51436200,51517844,-,VPRBP,3,ENSG00000145041
chr3,51624437,51697436,+,RAD54L2,3,ENSG00000164080
chr3,51708321,51738032,+,TEX264,10,ENSG00000164081
chr3,51743000,51752128,+,GRM2,4,ENSG00000164082
chr3,51812639,51812962,-,IQCF6,1,ENSG00000214686
chr3,51863492,51864817,+,IQCF3,5,ENSG00000229972
chr3,51895683,51897386,+,IQCF2,1,ENSG00000184345
chr3,51907749,51909547,-,IQCF5,1,ENSG00000214681
chr3,51928906,51937288,-,IQCF1,2,ENSG00000173389
chr3,51967522,51975883,-,RRP9,1,ENSG00000114767
chr3,51976706,51982496,+,PARP3,5,ENSG00000041880
chr3,51989669,51990775,+,GPR62,1,ENSG00000180929
chr3,51992077,51995256,-,PCBP4,16,ENSG00000090097
chr3,52003442,52005686,-,ABHD14B,6,ENSG00000114779
chr3,52005570,52015034,+,ABHD14A,4,ENSG00000248487
chr3,52009152,52023091,+,ABHD14A-ACY1,3,ENSG00000114786
chr3,52011963,52023091,+,ACY1,7,ENSG00000243989
chr3,52027765,52029477,-,RPL29,8,ENSG00000162244
chr3,52084831,52090382,-,DUSP7,3,ENSG00000164086
chr3,52097076,52097567,-,LINC00696,1,ENSG00000256097
chr3,52109903,52188388,-,POC1A,3,ENSG00000164087
chr3,52233258,52248196,+,ALAS1,6,ENSG00000023330
chr3,52255233,52265206,-,TLR9,4,ENSG00000239732
chr3,52263050,52273032,-,TWF2,2,ENSG00000247596
chr3,52279841,52283830,+,PPM1M,6,ENSG00000164088
chr3,52291506,52312377,-,WDR82,3,ENSG00000164091
chr3,52321110,52327150,+,GLYCTK,8,ENSG00000168237
chr3,52356459,52434462,+,DNAH1,3,ENSG00000114841
chr3,52436304,52443894,-,BAP1,6,ENSG00000163930
chr3,52446896,52457333,+,PHF7,6,ENSG00000010318
chr3,52469619,52479043,-,SEMA3G,3,ENSG00000010319
chr3,52485291,52488031,-,TNNC1,2,ENSG00000114854
chr3,52489658,52526498,+,NISCH,4,ENSG00000010322
chr3,52529430,52558372,+,STAB1,2,ENSG00000010327
chr3,52558486,52568669,-,NT5DC2,8,ENSG00000168268
chr3,52570772,52613062,+,SMIM4,3,ENSG00000168273
chr3,52582079,52713727,-,PBRM1,18,ENSG00000163939
chr3,52720109,52728291,+,GNL3,5,ENSG00000163938
chr3,52728861,52734476,-,GLT8D1,12,ENSG00000016864
chr3,52740062,52741828,+,SPCS1,3,ENSG00000114902
chr3,52745793,52804762,-,NEK4,6,ENSG00000114904
chr3,52811632,52825927,+,ITIH1,8,ENSG00000055957
chr3,52828820,52842697,+,ITIH3,2,ENSG00000162267
chr3,52847437,52864658,-,ITIH4,6,ENSG00000055955
chr3,52867163,52868964,-,MUSTN1,4,ENSG00000243696
chr3,52867340,52931466,-,TMEM110-MUSTN1,2,ENSG00000248592
chr3,52870640,52931466,-,TMEM110,4,ENSG00000213533
chr3,52939152,53003144,-,SFMBT1,7,ENSG00000163935
chr3,53111797,53133469,-,RP11-894J14.5,3,ENSG00000272305
chr3,53125919,53164416,-,RFT1,3,ENSG00000163933
chr3,53212439,53226282,+,PRKCD,5,ENSG00000163932
chr3,53259772,53289958,-,TKT,7,ENSG00000163931
chr3,53321598,53381544,-,DCP1A,3,ENSG00000162290
chr3,53529194,53845433,+,CACNA1D,7,ENSG00000157388
chr3,53851804,53858035,-,CHDH,3,ENSG00000016391
chr3,53880616,53899335,+,IL17RB,2,ENSG00000056736
chr3,53902746,53916128,-,ACTR8,5,ENSG00000113812
chr3,53919585,53925815,-,SELK,3,ENSG00000113811
chr3,54156741,55108233,+,CACNA2D3,8,ENSG00000157445
chr3,54952486,54961938,-,LRTM1,2,ENSG00000144771
chr3,55504120,55521013,-,WNT5A,4,ENSG00000114251
chr3,55717861,56469035,-,ERC2,3,ENSG00000187672
chr3,56591271,56655646,+,CCDC66,10,ENSG00000180376
chr3,56657065,56717034,-,FAM208A,3,ENSG00000163946
chr3,56763298,57069177,-,ARHGEF3,12,ENSG00000163947
chr3,57107723,57108295,+,SPATA12,1,ENSG00000186451
chr3,57130421,57199314,-,IL17RD,5,ENSG00000144730
chr3,57232225,57233946,-,HESX1,3,ENSG00000163666
chr3,57261912,57303715,+,APPL1,3,ENSG00000157500
chr3,57310578,57326061,-,ASB14,2,ENSG00000239388
chr3,57327809,57528597,-,DNAH12,8,ENSG00000174844
chr3,57542107,57545731,+,PDE12,2,ENSG00000174840
chr3,57557939,57582867,-,ARF4,6,ENSG00000168374
chr3,57613941,57678745,-,DENND6A,3,ENSG00000174839
chr3,57743379,57913115,+,SLMAP,16,ENSG00000163681
chr3,57994292,58156489,+,FLNB,10,ENSG00000136068
chr3,58178414,58196633,-,DNASE1L3,7,ENSG00000163687
chr3,58242314,58279492,+,ABHD6,5,ENSG00000163686
chr3,58296057,58303847,+,RPP14,5,ENSG00000163684
chr3,58318716,58410687,+,PXK,15,ENSG00000168297
chr3,58413761,58419536,-,PDHB,5,ENSG00000168291
chr3,58484483,58487359,+,KCTD6,5,ENSG00000168301
chr3,58490951,58520833,-,ACOX2,6,ENSG00000168306
chr3,58552315,58612721,-,FAM107A,6,ENSG00000168309
chr3,58620006,58641290,-,FAM3D,5,ENSG00000198643
chr3,58703315,59035357,-,C3orf67,12,ENSG00000163689
chr3,59737952,60522695,-,FHIT,5,ENSG00000189283
chr3,59957215,59957583,-,NPCDR1,1,ENSG00000269415
chr3,61547962,62278982,+,PTPRG,2,ENSG00000144724
chr3,62306147,62319064,+,C3orf14,5,ENSG00000114405
chr3,62355758,62358543,-,FEZF2,3,ENSG00000153266
chr3,62385081,62860704,-,CADPS,10,ENSG00000163618
chr3,63264210,63601157,+,SYNPR,9,ENSG00000163630
chr3,63638364,63661300,+,SNTN,3,ENSG00000188817
chr3,63805148,63830728,+,C3orf49,1,ENSG00000163632
chr3,63819808,63849466,-,THOC7,4,ENSG00000163634
chr3,63898275,63985235,+,ATXN7,7,ENSG00000163635
chr3,63996344,64009511,-,PSMD6,7,ENSG00000163636
chr3,64084727,64431048,-,PRICKLE2,4,ENSG00000163637
chr3,64507847,64673333,-,ADAMTS9,4,ENSG00000163638
chr3,65342053,66023983,-,MAGI1,8,ENSG00000151276
chr3,66271521,66428231,+,SLC25A26,6,ENSG00000144741
chr3,66430687,66550831,-,LRIG1,2,ENSG00000144749
chr3,67048780,67058809,+,KBTBD8,5,ENSG00000163376
chr3,67411053,67705010,-,SUCLG2,4,ENSG00000172340
chr3,68055770,68593654,+,FAM19A1,2,ENSG00000183662
chr3,68782293,68934339,-,FAM19A4,2,ENSG00000163377
chr3,69026769,69058997,-,EOGT,7,ENSG00000163378
chr3,69072328,69101237,-,TMF1,3,ENSG00000144747
chr3,69104588,69129504,-,UBA3,6,ENSG00000144744
chr3,69134199,69154060,+,ARL6IP5,4,ENSG00000144746
chr3,69158246,69171537,-,LMOD3,3,ENSG00000163380
chr3,69221012,69435140,-,FRMD4B,10,ENSG00000114541
chr3,69788749,70014399,+,MITF,14,ENSG00000187098
chr3,71008398,71247532,-,FOXP1,12,ENSG00000114861
chr3,71733833,71774518,-,EIF4E3,8,ENSG00000163412
chr3,71803201,71804328,+,GPR27,1,ENSG00000170837
chr3,71821875,71834203,-,PROK2,2,ENSG00000163421
chr3,72427536,72496069,-,RYBP,1,ENSG00000163602
chr3,72799435,72897491,-,SHQ1,5,ENSG00000144736
chr3,72937385,73047289,+,GXYLT2,3,ENSG00000172986
chr3,73046189,73114873,+,PPP4R2,8,ENSG00000163605
chr3,73111233,73112051,+,EBLN2,1,ENSG00000255423
chr3,73432516,73673976,-,PDZRN3,8,ENSG00000121440
chr3,74313552,74570263,-,CNTN3,1,ENSG00000113805
chr3,75713531,75715192,+,FRG2C,2,ENSG00000172969
chr3,75779764,75832513,-,ZNF717,6,ENSG00000227124
chr3,75986645,77695209,+,ROBO2,9,ENSG00000185008
chr3,78648063,79639061,-,ROBO1,7,ENSG00000169855
chr3,81539558,81810668,-,GBE1,2,ENSG00000114480
chr3,85008759,86115933,+,CADM2,3,ENSG00000175161
chr3,86996174,87039893,-,VGLL3,3,ENSG00000206538
chr3,87276673,87302972,+,CHMP2B,3,ENSG00000083937
chr3,87309044,87325612,-,POU1F1,4,ENSG00000064835
chr3,88039900,88041000,+,HTR1F,1,ENSG00000179097
chr3,88104623,88105126,-,CGGBP1,5,ENSG00000163320
chr3,88108470,88184394,+,RP11-159G9.5,1,ENSG00000229729
chr3,88188461,88190802,+,ZNF654,1,ENSG00000175105
chr3,88199203,88205785,+,C3orf38,2,ENSG00000179021
chr3,89156899,89528652,+,EPHA3,3,ENSG00000044524
chr3,93593089,93692593,-,PROS1,4,ENSG00000184500
chr3,93699268,93772107,+,ARL13B,9,ENSG00000169379
chr3,93733229,93734113,-,STX19,1,ENSG00000178750
chr3,93779792,93780355,-,DHFRL1,4,ENSG00000178700
chr3,93781971,93845334,+,NSUN3,2,ENSG00000178694
chr3,96336043,96336117,-,MTRNR2L12,1,ENSG00000269028
chr3,96533468,97467545,+,EPHA6,11,ENSG00000080224
chr3,97486952,97516893,+,ARL6,6,ENSG00000113966
chr3,97541051,97662158,+,CRYBG3,4,ENSG00000233280
chr3,97664028,97686437,-,MINA,8,ENSG00000170854
chr3,97705527,97753831,-,GABRR3,1,ENSG00000183185
chr3,97783316,97784240,+,OR5AC1,1,ENSG00000213439
chr3,97806017,97806946,+,OR5AC2,1,ENSG00000196578
chr3,97851542,97852483,+,OR5H1,1,ENSG00000231192
chr3,97868230,97869162,+,OR5H14,1,ENSG00000236032
chr3,97887544,97888485,+,OR5H15,1,ENSG00000233412
chr3,97983129,97984106,+,OR5H6,1,ENSG00000230301
chr3,98001732,98002676,+,OR5H2,1,ENSG00000197938
chr3,98030757,98031687,+,OR5H8P,1,ENSG00000232535
chr3,98072698,98073663,+,OR5K4,1,ENSG00000196098
chr3,98109510,98110475,+,OR5K3,1,ENSG00000206536
chr3,98188421,98189347,+,OR5K1,1,ENSG00000232382
chr3,98216525,98217475,+,OR5K2,1,ENSG00000231861
chr3,98217020,98241699,-,CLDND1,27,ENSG00000080822
chr3,98250878,98251960,+,GPR15,1,ENSG00000154165
chr3,98281238,98312348,-,CPOX,3,ENSG00000080819
chr3,98451708,98512605,+,ST3GAL6,16,ENSG00000064225
chr3,98518216,98620170,-,DCBLD2,3,ENSG00000057019
chr3,99509527,99514980,+,COL8A1,3,ENSG00000144810
chr3,99536824,99897232,+,CMSS1,6,ENSG00000184220
chr3,99549323,99649864,-,FILIP1L,8,ENSG00000168386
chr3,99904531,99908934,+,TMEM30C,2,ENSG00000235156
chr3,99979863,100042512,+,TBC1D23,5,ENSG00000036054
chr3,100053636,100074112,+,NIT2,4,ENSG00000114021
chr3,100084408,100119793,-,TOMM70A,1,ENSG00000154174
chr3,100148574,100174770,+,LNP1,3,ENSG00000206535
chr3,100238408,100295862,+,TMEM45A,3,ENSG00000181458
chr3,100328701,100413845,+,GPR128,2,ENSG00000144820
chr3,100432530,100467375,+,TFG,7,ENSG00000114354
chr3,100469339,100712249,-,ABI3BP,23,ENSG00000154175
chr3,100945813,101039216,-,IMPG2,1,ENSG00000081148
chr3,101044787,101231974,-,SENP7,8,ENSG00000138468
chr3,101283626,101284837,+,TRMT10C,2,ENSG00000174173
chr3,101293060,101311597,+,PCNP,5,ENSG00000081154
chr3,101370010,101395758,-,ZBTB11,2,ENSG00000066422
chr3,101395489,101395755,+,ZBTB11-AS1,1,ENSG00000256628
chr3,101399979,101405520,-,RPL24,3,ENSG00000114391
chr3,101443521,101484395,+,CEP97,5,ENSG00000182504
chr3,101504441,101540798,+,NXPE3,6,ENSG00000144815
chr3,101568473,101578215,+,NFKBIZ,7,ENSG00000144802
chr3,102153959,102196462,+,ZPLD1,3,ENSG00000170044
chr3,105086253,105290783,+,ALCAM,5,ENSG00000170017
chr3,105377814,105588232,-,CBLB,10,ENSG00000114423
chr3,107096435,107097421,+,CCDC54,1,ENSG00000138483
chr3,107429308,107524374,+,BBX,21,ENSG00000114439
chr3,107766131,107809755,-,CD47,4,ENSG00000196776
chr3,107881324,107941169,-,IFT57,3,ENSG00000114446
chr3,108047151,108096125,+,HHLA2,10,ENSG00000114455
chr3,108100392,108248112,-,MYH15,1,ENSG00000144821
chr3,108269996,108308222,-,KIAA1524,4,ENSG00000163507
chr3,108324254,108409744,+,DZIP3,6,ENSG00000198919
chr3,108474625,108476032,-,RETNLB,1,ENSG00000163515
chr3,108541775,108572724,+,TRAT1,2,ENSG00000163519
chr3,108626869,108672609,-,GUCA1C,3,ENSG00000138472
chr3,108677812,108836906,-,MORC1,2,ENSG00000114487
chr3,109019240,109033389,-,DPPA2,1,ENSG00000163530
chr3,109046835,109056364,-,DPPA4,3,ENSG00000121570
chr3,110607766,110612209,-,RP11-553A10.1,2,ENSG00000206532
chr3,110789158,110994192,+,PVRL3,8,ENSG00000177707
chr3,111261096,111368653,+,CD96,7,ENSG00000153283
chr3,111312392,111313048,-,ZBED2,1,ENSG00000177494
chr3,111394093,111564716,+,PLCXD2,3,ENSG00000240891
chr3,111564716,111693410,+,PHLDB2,9,ENSG00000144824
chr3,111697909,111710568,+,ABHD10,5,ENSG00000144827
chr3,111718270,111732567,+,TAGLN3,7,ENSG00000144834
chr3,111753693,111799931,+,TMPRSS7,4,ENSG00000176040
chr3,111805255,111838363,+,C3orf52,5,ENSG00000114529
chr3,111842302,111851967,-,GCSAM,7,ENSG00000174500
chr3,111860119,112005638,-,SLC9C1,4,ENSG00000172139
chr3,112051542,112080397,+,CD200,7,ENSG00000091972
chr3,112184955,112218205,-,BTLA,2,ENSG00000186265
chr3,112251546,112280375,-,ATG3,4,ENSG00000144848
chr3,112282251,112301583,+,SLC35A5,5,ENSG00000138459
chr3,112324264,112358752,-,CCDC80,4,ENSG00000091986
chr3,112534810,112564571,-,CD200R1L,4,ENSG00000206531
chr3,112642524,112693704,-,CD200R1,5,ENSG00000163606
chr3,112709847,112719766,+,GTPBP8,7,ENSG00000163607
chr3,112724383,112738494,-,C3orf17,18,ENSG00000163608
chr3,112935059,113005709,+,BOC,11,ENSG00000144857
chr3,113010404,113152511,-,WDR52,11,ENSG00000206530
chr3,113164154,113225452,-,SPICE1,5,ENSG00000163611
chr3,113251869,113346555,+,SIDT1,2,ENSG00000072858
chr3,113368687,113393725,-,KIAA2018,3,ENSG00000176542
chr3,113440607,113464796,-,NAA50,8,ENSG00000121579
chr3,113497601,113528274,+,ATP6V1A,5,ENSG00000114573
chr3,113557757,113664325,+,GRAMD1C,8,ENSG00000178075
chr3,113667650,113684159,+,ZDHHC23,5,ENSG00000184307
chr3,113684002,113775386,-,KIAA1407,6,ENSG00000163617
chr3,113724859,113804751,+,QTRTD1,7,ENSG00000151576
chr3,113847563,113890839,-,DRD3,4,ENSG00000151577
chr3,113955100,113955921,-,ZNF80,2,ENSG00000174255
chr3,114012708,114026978,+,TIGIT,5,ENSG00000181847
chr3,114057852,114099634,-,ZBTB20,9,ENSG00000181722
chr3,115342537,115439729,+,GAP43,2,ENSG00000172020
chr3,115529164,117716095,-,LSAMP,4,ENSG00000185565
chr3,118621367,118824039,-,IGSF11,8,ENSG00000144847
chr3,118865037,118878775,+,C3orf30,5,ENSG00000163424
chr3,118866222,118906654,+,RP11-484M3.5,1,ENSG00000251012
chr3,118905589,118922814,+,UPK1B,5,ENSG00000114638
chr3,118931017,118948946,-,B4GALT4,14,ENSG00000121578
chr3,119013752,119135111,+,ARHGAP31,2,ENSG00000031081
chr3,119150828,119180921,-,TMEM39A,8,ENSG00000176142
chr3,119187810,119211285,+,POGLUT1,5,ENSG00000163389
chr3,119217581,119242603,+,TIMMDC1,8,ENSG00000113845
chr3,119246618,119276575,-,CD80,4,ENSG00000121594
chr3,119301017,119306725,+,ADPRH,5,ENSG00000144843
chr3,119316761,119348315,+,PLA1A,5,ENSG00000144837
chr3,119361323,119379270,-,POPDC2,6,ENSG00000121577
chr3,119393996,119396157,-,COX17,6,ENSG00000138495
chr3,119421946,119469944,+,MAATS1,6,ENSG00000183833
chr3,119501605,119536059,+,NR1I2,3,ENSG00000144852
chr3,119545635,119812281,-,GSK3B,2,ENSG00000082701
chr3,119885879,119962945,-,GPR156,4,ENSG00000175697
chr3,120050047,120068090,-,LRRC58,1,ENSG00000163428
chr3,120115799,120169593,-,FSTL1,4,ENSG00000163430
chr3,120315207,120321117,+,NDUFB4,5,ENSG00000065518
chr3,120347227,120400958,-,HGD,5,ENSG00000113924
chr3,120408670,120461354,-,RABL3,6,ENSG00000144840
chr3,120469400,120500317,+,GTF2E1,4,ENSG00000153767
chr3,120628426,121137944,+,STXBP5L,8,ENSG00000145087
chr3,121151151,121264724,-,POLQ,1,ENSG00000051341
chr3,121289561,121305447,+,ARGFX,1,ENSG00000186103
chr3,121339423,121345757,+,FBXO40,1,ENSG00000163833
chr3,121350693,121377194,-,HCLS1,5,ENSG00000180353
chr3,121383327,121449818,-,GOLGB1,7,ENSG00000173230
chr3,121489192,121547807,-,IQCB1,6,ENSG00000173226
chr3,121554133,121605235,+,EAF2,4,ENSG00000145088
chr3,121613324,121659854,+,SLC15A2,3,ENSG00000163406
chr3,121707214,121740924,-,ILDR1,4,ENSG00000145103
chr3,121774337,121838381,+,CD86,7,ENSG00000114013
